1,18:45,19:35,2,12,3,1,14,now(),now()
2,19:35,20:25,2,16,2,1,14,now(),now()
3,20:25,21:15,2,16,2,1,14,now(),now()
4,21:15,22:15,2,16,2,1,14,now(),now()
5,22:15,23:05,2,16,2,1,14,now(),now()
6,23:05,19:35,3,1,15,1,14,now(),now()
7,19:35,20:25,3,1,15,1,14,now(),now()
8,20:35,21:25,3,,,1,14,now(),now()
9,21:25,22:15,3,12,3,1,14,now(),now()
10,22:15,23:05,3,12,3,1,14,now(),now()
11,18:45,19:35,4,,24,1,14,now(),now()
12,19:35,20:25,4,,24,1,14,now(),now()
13,20:35,21:25,4,,24,1,14,now(),now()
14,21:25,22:15,4,,24,1,14,now(),now()
15,22:15,23:05,4,16,22,1,14,now(),now()
16,18:45,19:35,5,12,3,1,14,now(),now()
17,19:35,20:25,5,5,1,1,14,now(),now()
18,20:35,21:25,5,5,1,1,14,now(),now()
19,21:25,22:15,5,5,1,1,14,now(),now()
20,22:15,23:05,5,5,1,1,14,now(),now()
21,18:45,19:35,6,16,22,1,14,now(),now()
22,19:35,20:25,6,16,22,1,14,now(),now()
23,20:35,21:25,6,16,22,1,14,now(),now()
24,21:25,22:15,6,8,20,1,14,now(),now()
25,22:15,23:05,6,8,20,1,14,now(),now()
26,18:45,19:35,2,9,26,2,11,now(),now()
27,19:35,20:25,2,1,15,2,11,now(),now()
28,20:25,21:15,2,9,10,2,11,now(),now()
29,21:15,22:15,2,9,10,2,11,now(),now()
30,22:15,23:05,2,9,10,2,11,now(),now()
31,23:05,19:35,3,,6,2,11,now(),now()
32,19:35,20:25,3,16,21,2,11,now(),now()
33,20:35,21:25,3,16,21,2,11,now(),now()
34,21:25,22:15,3,16,21,2,11,now(),now()
35,22:15,23:05,3,16,21,2,11,now(),now()
36,18:45,19:35,4,5,7,2,11,now(),now()
37,19:35,20:25,4,1,16,2,11,now(),now()
38,20:35,21:25,4,,6,2,11,now(),now()
39,21:25,22:15,4,,6,2,11,now(),now()
40,22:15,23:05,4,,6,2,11,now(),now()
41,18:45,19:35,5,9,10,2,11,now(),now()
42,19:35,20:25,5,11,5,2,11,now(),now()
43,20:35,21:25,5,11,5,2,11,now(),now()
44,21:25,22:15,5,11,5,2,11,now(),now()
45,22:15,23:05,5,11,5,2,11,now(),now()
46,18:45,19:35,6,5,7,2,11,now(),now()
47,19:35,20:25,6,9,26,2,11,now(),now()
48,20:35,21:25,6,9,26,2,11,now(),now()
49,21:25,22:15,6,9,26,2,11,now(),now()
50,22:15,23:05,6,9,26,2,11,now(),now()
51,18:45,19:35,2,3,14,3,7,now(),now()
52,19:35,20:25,2,14,27,3,7,now(),now()
53,20:25,21:15,2,,29,3,7,now(),now()
54,21:15,22:15,2,14,27,3,7,now(),now()
55,22:15,23:05,2,14,27,3,7,now(),now()
56,23:05,19:35,3,3,14,3,7,now(),now()
57,19:35,20:25,3,3,14,3,7,now(),now()
58,20:35,21:25,3,3,14,3,7,now(),now()
59,21:25,22:15,3,2,11,3,7,now(),now()
60,22:15,23:05,3,2,11,3,7,now(),now()
61,18:45,19:35,4,2,11,3,7,now(),now()
62,19:35,20:25,4,2,11,3,7,now(),now()
63,20:35,21:25,4,5,8,3,7,now(),now()
64,21:25,22:15,4,5,8,3,7,now(),now()
65,22:15,23:05,4,5,8,3,7,now(),now()
66,18:45,19:35,5,1,17,3,7,now(),now()
67,19:35,20:25,5,1,5,3,7,now(),now()
68,20:35,21:25,5,2,8,3,7,now(),now()
69,21:25,22:15,5,2,10,3,7,now(),now()
70,22:15,23:05,5,2,12,3,7,now(),now()
71,18:45,19:35,6,4,13,3,7,now(),now()
72,19:35,20:25,6,4,13,3,7,now(),now()
73,20:35,21:25,6,4,13,3,7,now(),now()
74,21:25,22:15,6,4,13,3,7,now(),now()
75,22:15,23:05,6,4,13,3,7,now(),now()
76,18:45,19:35,2,8,9,4,5,now(),now()
77,19:35,20:25,2,8,9,4,5,now(),now()
78,20:25,21:15,2,14,12,4,5,now(),now()
79,21:15,22:15,2,1,23,4,5,now(),now()
80,22:15,23:05,2,1,23,4,5,now(),now()
81,23:05,19:35,3,2,4,4,5,now(),now()
82,19:35,20:25,3,2,4,4,5,now(),now()
83,20:35,21:25,3,2,4,4,5,now(),now()
84,21:25,22:15,3,1,18,4,5,now(),now()
85,22:15,23:05,3,1,18,4,5,now(),now()
86,18:45,19:35,4,14,12,4,5,now(),now()
87,19:35,20:25,4,14,12,4,5,now(),now()
88,20:35,21:25,4,14,12,4,5,now(),now()
89,21:25,22:15,4,8,9,4,5,now(),now()
90,22:15,23:05,4,8,9,4,5,now(),now()
91,18:45,19:35,5,2,4,4,5,now(),now()
92,19:35,20:25,5,6,28,4,5,now(),now()
93,20:35,21:25,5,6,28,4,5,now(),now()
94,21:25,22:15,5,6,28,4,5,now(),now()
95,22:15,23:05,5,6,28,4,5,now(),now()
96,18:45,19:35,6,6,25,4,5,now(),now()
97,19:35,20:25,6,6,25,4,5,now(),now()
98,20:35,21:25,6,6,25,4,5,now(),now()
99,21:25,22:15,6,6,25,4,5,now(),now()
100,22:15,23:05,6,,,4,5,now(),now()
101,18:45,19:35,2,,,5,18,now(),now()
102,19:35,20:25,2,9,30,5,18,now(),now()
103,20:25,21:15,2,6,33,5,18,now(),now()
104,21:15,22:15,2,6,33,5,18,now(),now()
105,22:15,23:05,2,6,33,5,18,now(),now()
106,23:05,19:35,3,8,35,5,18,now(),now()
107,19:35,20:25,3,6,34,5,18,now(),now()
108,20:35,21:25,3,6,34,5,18,now(),now()
109,21:25,22:15,3,6,34,5,18,now(),now()
110,22:15,23:05,3,6,34,5,18,now(),now()
111,18:45,19:35,4,8,35,5,18,now(),now()
112,19:35,20:25,4,8,35,5,18,now(),now()
113,20:35,21:25,4,8,35,5,18,now(),now()
114,21:25,22:15,4,1,31,5,18,now(),now()
115,22:15,23:05,4,6,31,5,18,now(),now()
116,18:45,19:35,5,6,33,5,18,now(),now()
117,19:35,20:25,5,9,36,5,18,now(),now()
118,20:35,21:25,5,9,36,5,18,now(),now()
119,21:25,22:15,5,9,36,5,18,now(),now()
120,22:15,23:05,5,9,36,5,18,now(),now()
121,18:45,19:35,6,9,30,5,18,now(),now()
122,19:35,20:25,6,3,37,5,18,now(),now()
123,20:35,21:25,6,3,37,5,18,now(),now()
124,21:25,22:15,6,3,37,5,18,now(),now()
125,22:15,23:05,6,3,37,5,18,now(),now()
126,18:45,19:35,2,5,38,6,17,now(),now()
127,19:35,20:25,2,5,38,6,17,now(),now()
128,20:25,21:15,2,1,32,6,17,now(),now()
129,21:15,22:15,2,15,39,6,17,now(),now()
130,22:15,23:05,2,15,39,6,17,now(),now()
131,23:05,19:35,3,6,40,6,17,now(),now()
132,19:35,20:25,3,10,41,6,17,now(),now()
133,20:35,21:25,3,10,41,6,17,now(),now()
134,21:25,22:15,3,10,41,6,17,now(),now()
135,22:15,23:05,3,10,41,6,17,now(),now()
136,18:45,19:35,4,6,40,6,17,now(),now()
137,19:35,20:25,4,6,40,6,17,now(),now()
138,20:35,21:25,4,6,40,6,17,now(),now()
139,21:25,22:15,4,13,42,6,17,now(),now()
140,22:15,23:05,4,13,42,6,17,now(),now()
141,18:45,19:35,5,7,43,6,17,now(),now()
142,19:35,20:25,5,7,43,6,17,now(),now()
143,20:35,21:25,5,1,32,6,17,now(),now()
144,21:25,22:15,5,7,43,6,17,now(),now()
145,22:15,23:05,5,7,43,6,17,now(),now()
146,18:45,19:35,6,3,4,6,17,now(),now()
147,19:35,20:25,6,5,44,6,17,now(),now()
148,20:35,21:25,6,5,44,6,17,now(),now()
149,21:25,22:15,6,5,44,6,17,now(),now()
150,22:15,23:05,6,5,44,6,17,now(),now()